+-----------+------------+------------+---------+-----------+
|  # Epoch  | Train_loss | Model_loss | DA_loss | Lambda_DA |
|  epoch 74 |   1.1287   |   0.1337   |  0.9950 |   1.0000  |
|  epoch 75 |   1.2216   |   0.1320   |  1.0896 |   1.0000  |
|  epoch 76 |   1.3425   |   0.1392   |  1.2033 |   1.0000  |
|  epoch 77 |   0.9632   |   0.1326   |  0.8305 |   1.0000  |
|  epoch 78 |   0.9139   |   0.1275   |  0.7865 |   1.0000  |
|  epoch 79 |   1.1818   |   0.1590   |  1.0228 |   1.0000  |
|  epoch 80 |   1.2136   |   0.1542   |  1.0594 |   1.0000  |
|  epoch 81 |   1.2825   |   0.1687   |  1.1138 |   1.0000  |
|  epoch 82 |   1.0972   |   0.1639   |  0.9333 |   1.0000  |
|  epoch 83 |   1.1193   |   0.1652   |  0.9540 |   1.0000  |
|  epoch 84 |   1.0516   |   0.1671   |  0.8844 |   1.0000  |
|  epoch 85 |   1.1977   |   0.1764   |  1.0213 |   1.0000  |
|  epoch 86 |   1.1374   |   0.2018   |  0.9356 |   1.0000  |
|  epoch 87 |   1.3788   |   0.1993   |  1.1795 |   1.0000  |
|  epoch 88 |   1.0973   |   0.1841   |  0.9132 |   1.0000  |
|  epoch 89 |   1.2094   |   0.1828   |  1.0266 |   1.0000  |
|  epoch 90 |   1.0840   |   0.1787   |  0.9053 |   1.0000  |
|  epoch 91 |   1.1104   |   0.1883   |  0.9220 |   1.0000  |
|  epoch 92 |   1.0834   |   0.1984   |  0.8849 |   1.0000  |
|  epoch 93 |   0.8766   |   0.1763   |  0.7003 |   1.0000  |
|  epoch 94 |   1.2384   |   0.1916   |  1.0468 |   1.0000  |
|  epoch 95 |   1.2188   |   0.1742   |  1.0446 |   1.0000  |
|  epoch 96 |   1.2391   |   0.1785   |  1.0606 |   1.0000  |
|  epoch 97 |   1.3484   |   0.1826   |  1.1658 |   1.0000  |
|  epoch 98 |   1.1012   |   0.1866   |  0.9146 |   1.0000  |
|  epoch 99 |   1.0151   |   0.1812   |  0.8338 |   1.0000  |
| epoch 100 |   0.9879   |   0.1602   |  0.8277 |   1.0000  |
+-----------+------------+------------+---------+-----------+
